node	score
4074 1 10226	
	
2288 1 140735	
	
2288 1 10671	
	
2288 1 93661	
	
2288 1 5481	
	
2288 1 51143	
	
56603 1 1548	
	
56603 1 1381	
	
56603 1 1544	
	
56603 1 339345	
	
56603 1 100861540	
	
5166 1 5161	
	
5898 1 149371	
	
5898 1 4643	
	
5898 1 4893	
	
10368 1 59285	
	
10368 1 786	
	
10368 1 784	
	
10368 1 59284	
	
10368 1 9495	
	
10368 1 10369	
	
10368 1 59283	
	
10368 1 27092	
	
6376 1 7852	
	
6376 1 3577	
	
6376 1 729230	
	
11345 1 79643	
	
11345 1 27243	
	
11345 1 128866	
	
11345 1 10871	
	
11345 1 7405	
	
11345 1 139341	
	
11345 1 440738	
	
11345 1 92421	
	
11345 1 25978	
	
11345 1 30849	
	
11345 1 22863	
	
5009 1 384	
	
5009 1 95	
	
55173 1 63931	
	
55173 1 64983	
	
55173 1 64975	
	
55173 1 64432	
	
55173 1 6193	
	
55173 1 55052	
	
55173 1 11222	
	
55173 1 64976	
	
55173 1 28998	
	
55173 1 64928	
	
55173 1 26589	
	
55173 1 6182	
	
55173 1 51373	
	
55173 1 64968	
	
55173 1 64981	
	
55173 1 6205	
	
55173 1 54460	
	
55173 1 118487	
	
55173 1 84311	
	
55173 1 740	
	
55173 1 107987373	
	
55173 1 65080	
	
55173 1 6222	
	
55173 1 63875	
	
55173 1 29088	
	
55173 1 54948	
	
55173 1 64965	
	
55173 1 64949	
	
55173 1 10240	
	
55173 1 9553	
	
7092 1 84171	
	
7092 1 50509	
	
2767 1 183	
	
2767 1 2149	
	
2767 1 54331	
	
2767 1 5290	
	
2767 1 1906	
	
2767 1 382	
	
2767 1 2769	
	
2767 1 9002	
	
2767 1 146	
	
2767 1 186	
	
2767 1 9630	
	
2767 1 2781	
	
2767 1 23566	
	
2767 1 7852	
	
2767 1 1903	
	
5704 1 122706	
	
5704 1 7311	
	
5704 1 6222	
	
5704 1 5698	
	
5704 1 595	
	
5704 1 5702	
	
5704 1 6205	
	
5704 1 134510	
	
5704 1 6206	
	
5704 1 6469	
	
5704 1 5689	
	
5704 1 4855	
	
5704 1 6223	
	
5704 1 5691	
	
50508 1 10811	
	
7132 1 6610	
	
7132 1 7124	
	
7132 1 4214	
	
7132 1 56957	
	
7132 1 356	
	
7132 1 4215	
	
7132 1 7311	
	
7132 1 3586	
	
7132 1 8517	
	
7132 1 64112	
	
7132 1 8772	
	
7132 1 329	
	
7132 1 4049	
	
7132 1 8439	
	
51052 1 2834	
	
2249 1 4893	
	
4804 1 4909	
	
4804 1 7311	
	
4804 1 8517	
	
4804 1 55851	
	
4804 1 4803	
	
4804 1 6610	
	
4804 1 28986	
	
4804 1 54205	
	
4804 1 4974	
	
4804 1 8767	
	
4804 1 55859	
	
4804 1 5290	
	
4804 1 56160	
	
4804 1 8772	
	
9423 1 5290	
	
9423 1 136	
	
9423 1 374946	
	
9423 1 4690	
	
6343 1 2520	
	
6343 1 54331	
	
6343 1 6750	
	
26281 1 4893	
	
4710 1 100532726	
	
4710 1 4539	
	
4710 1 4536	
	
4710 1 4538	
	
4710 1 4541	
	
4710 1 4702	
	
4710 1 4695	
	
4710 1 4535	
	
4710 1 4715	
	
4710 1 4701	
	
4710 1 4537	
	
4710 1 4713	
	
4710 1 4540	
	
4710 1 51103	
	
4710 1 4694	
	
4710 1 9551	
	
4710 1 4709	
	
4710 1 7386	
	
64431 1 8089	
	
359 1 5568	
	
9183 1 60561	
	
23645 1 7043	
	
23645 1 650	
	
23645 1 8894	
	
23645 1 4092	
	
7022 1 1081	
	
81572 1 5202	
	
23409 1 2746	
	
23409 1 2747	
	
23409 1 4837	
	
23409 1 292	
	
3902 1 84868	
	
1947 1 4893	
	
1947 1 4067	
	
1947 1 4690	
	
1947 1 2041	
	
1947 1 2697	
	
1947 1 1949	
	
1947 1 2049	
	
1947 1 4318	
	
1947 1 1398	
	
1947 1 6093	
	
1947 1 5290	
	
1947 1 8976	
	
1947 1 6237	
	
54918 1 152189	
	
1053 1 1050	
	
11018 1 10972	
	
1943 1 2041	
	
513 1 267020	
	
513 1 4509	
	
513 1 1329	
	
513 1 518	
	
513 1 4713	
	
513 1 245972	
	
513 1 1339	
	
513 1 4508	
	
513 1 4715	
	
513 1 506	
	
513 1 539	
	
513 1 9551	
	
513 1 7386	
	
513 1 4701	
	
513 1 9296	
	
513 1 1537	
	
513 1 10632	
	
513 1 4702	
	
513 1 4695	
	
513 1 84701	
	
513 1 100526740	
	
4713 1 1537	
	
4713 1 4540	
	
4713 1 4537	
	
4713 1 4701	
	
4713 1 7386	
	
4713 1 4709	
	
4713 1 9551	
	
4713 1 4694	
	
4713 1 51103	
	
4713 1 4536	
	
4713 1 4539	
	
4713 1 440567	
	
4713 1 4695	
	
4713 1 4535	
	
4713 1 4702	
	
4713 1 4538	
	
4713 1 10632	
	
4713 1 267020	
	
4713 1 1329	
	
4713 1 4710	
	
4713 1 513	
	
4713 1 100532726	
	
4713 1 4715	
	
4713 1 1339	
	
4713 1 4541	
	
26517 1 51287	
	
26517 1 400916	
	
26517 1 56993	
	
26517 1 26519	
	
26517 1 1678	
	
26517 1 56942	
	
26517 1 10063	
	
26517 1 90639	
	
26517 1 100287932	
	
997 1 51465	
	
997 1 9978	
	
997 1 9040	
	
997 1 7320	
	
997 1 54926	
	
4282 1 7852	
	
4282 1 3579	
	
4282 1 137362	
	
5008 1 4312	
	
5008 1 3976	
	
5008 1 1489	
	
5008 1 3552	
	
5008 1 3586	
	
5008 1 51561	
	
5008 1 3929	
	
5008 1 4318	
	
6948 1 867	
	
56993 1 100287932	
	
56993 1 29928	
	
56993 1 100188893	
	
56993 1 387990	
	
56993 1 506	
	
56993 1 26519	
	
56993 1 1537	
	
56993 1 26517	
	
56993 1 65018	
	
56993 1 1678	
	
56993 1 10469	
	
56993 1 9868	
	
638 1 597	
	
638 1 3309	
	
23551 1 57124	
	
9978 1 10324	
	
9978 1 55958	
	
9978 1 7311	
	
9978 1 339745	
	
9978 1 4855	
	
9978 1 54926	
	
9978 1 997	
	
9978 1 51138	
	
9978 1 9040	
	
9978 1 7428	
	
84844 1 24148	
	
84844 1 7737	
	
84844 1 51691	
	
84844 1 27339	
	
84844 1 11193	
	
84844 1 51639	
	
84844 1 4236	
	
84844 1 6626	
	
84844 1 27258	
	
84844 1 83443	
	
84844 1 988	
	
84844 1 55234	
	
6617 1 6621	
	
1511 1 4312	
	
1511 1 4353	
	
1511 1 4318	
	
1511 1 183	
	
1511 1 3483	
	
5283 1 100996939	
	
5283 1 84992	
	
10598 1 11140	
	
9517 1 171546	
	
9517 1 165679	
	
7443 1 23592	
	
7443 1 8815	
	
